微博id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
FlKCrFzz2,如想从外部往 akka stream 注入消息，目前的实现只能通过 Source.queue，Source.actorRefWithAck 等。我不太用这些机制，因为它们不支持从集群的另一个节点上访问。我想的策略是用一个 Source.tick 作为 stream/flow 的另一个源，然后在收到 tick 时主动去访问比如一个 actor 看是否有消息需要注进来。  ,无,无,2017-09-14 11:24,微博 weibo.com,4,3,2
FkbJvdfHG,小川上用自己的文字记的笔记  原图 ,http://wx2.sinaimg.cn/large/6fc85a2fgy1fj71q83qtqj21kw0w1e81.jpg,无,2017-09-04 04:45,Weibo.intl,6,6,6
FjTZrwdIk,蜂鸟的声音很特别。听到声音、看到阳光下它扇动翅膀的影子，我就知道它又飞到了身后树上的花丛。 但往往一回头，它就已经飞走了。  ,无,无,2017-09-02 07:35,Weibo.intl,6,2,0
FjTFNvcZE,把老 Saab 9-5 Aero 的涡轮泄压真空管换掉了。原来的是橡胶的，已经老化和脱过一次，这次换成了高温硅胶。  [组图共3张] 原图 ,"http://ww1.sinaimg.cn/large/6fc85a2fgy1fj4tywizx0j21kw16ob29.jpg,http://ww1.sinaimg.cn/large/6fc85a2fgy1fj4tzecpr4j21kw16ohdt.jpg,http://ww3.sinaimg.cn/large/6fc85a2fgy1fj4tzytbl1j21kw16oqv5.jpg",无,2017-09-02 06:47,Weibo.intl,10,1,1
FjkFsCVJG,Netty 的堆外内存泄漏防不胜防。只好找时间把对它有依赖的库都换掉。  ,无,无,2017-08-29 13:40,Weibo.intl,8,8,5
FiTLAgoEg,在建的丽泽 SOHO （扎哈·哈迪德建筑事务所的 Satoshi Ohashi 拍摄）。让我想起末日后幻想（post-apocalyptic）电影（蝙蝠侠？）里的场景。  原图 ,http://wx1.sinaimg.cn/large/6fc85a2fgy1fix8ozkhbuj216o1kw4es.jpg,无,2017-08-26 17:11,微博 weibo.com,12,5,2
Fixm4voAA,给 11 万公里的老 SAAB 9-5 Aero 换了火花塞和点火线圈。  [组图共3张] 原图 ,"http://ww1.sinaimg.cn/large/6fc85a2fgy1fiuhqdwesfj21kw23v1kx.jpg,http://ww3.sinaimg.cn/large/6fc85a2fgy1fiuhqr692ij21kw23vkjl.jpg,http://ww1.sinaimg.cn/large/6fc85a2fgy1fiuhr498h3j21kw23v7wh.jpg",无,2017-08-24 08:07,Weibo.intl,4,1,9
FiehumkhH,给小川上演示日全食  [组图共3张] 原图 ,"http://ww3.sinaimg.cn/large/6fc85a2fgy1fis5j3zdkkj21kw23vqv6.jpg,http://ww4.sinaimg.cn/large/6fc85a2fgy1fis5jdiky4j21kw23vqv6.jpg,http://ww1.sinaimg.cn/large/6fc85a2fgy1fis5jnync8j21kw23vqv6.jpg",无,2017-08-22 07:34,Weibo.intl,24,2,5
Fi8EPjY0p,我又开始把机器的 load 值，比如 9.67 默念成 9 块 6 毛 7  ,无,无,2017-08-21 17:15,微博 weibo.com,5,1,5
Fi7zFwdPW,明天的日食，Victoria 是全加拿大最好的观察地，最大食分能到 0.90 ~ 0.92。全国的日食太阳镜已经卖光了，只好用小时候的办法——一盆黑颜料的水。  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/6fc85a2fgy1firbwy2ukqj20h80n4q8e.jpg,http://ww2.sinaimg.cn/large/6fc85a2fgy1firbxq35gfj20mc0f4gor.jpg",无,2017-08-21 14:29,微博 weibo.com,3,8,2
FhWy7covf,曾经在 Google map 上看到的椅子，今天坐了一会。  原图 ,http://wx3.sinaimg.cn/large/6fc85a2fgy1fipz97osxoj21kw16o4hx.jpg,无,2017-08-20 10:25,微博 weibo.com,63,6,6
FhUvi8wqn,去年改写新爬虫的时候，时间紧。虽然思路和设计都很对，但一些细节处仍没去梳理打磨，也有几分不安。负荷慢慢增长，几周前到了某个瓶颈，开始变得迟滞。匆忙间打了一些补丁，没有解决问题。回头再去梳理细节，找到了原因。之后的代码更加精炼，行文流畅，逻辑严谨。系统，自然也一日千里了。  ,无,无,2017-08-20 05:13,Weibo.intl,17,2,4
﻿FhPpymuno,陪小川上去看露天电影 E.T.  [组图共3张] 原图 ,"http://ww1.sinaimg.cn/large/6fc85a2fgy1fip3qu55baj21kw16ogyq.jpg,http://ww2.sinaimg.cn/large/6fc85a2fgy1fip3qxsjzhj21kw16odyd.jpg,http://ww4.sinaimg.cn/large/6fc85a2fgy1fip3r05glcj21kw16odr9.jpg",无,2017-08-19 16:15,微博 weibo.com,8,0,3
Fhx7feSGP,写会代码，到院子里抬头看看星星，很亮，好像也很近。能看到银河，偶尔也有流星划过去。  ,无,无,2017-08-17 17:40,Weibo.intl,19,0,4
Fhu9jlPEh,老 Saab 9-5 发动机故障灯亮（CEL）了，想了半天，查了一会，是涡轮的真空管脱开，先接回去，找时间再换。  ,无,无,2017-08-17 10:07,Weibo.intl,4,0,4
FgDyqg5iQ,跟 RabbitMQ 比，在低并发时，比如 16 pub - 1 sub，ChanaMQ 大约能到 RabbitMQ 的 60% 的吞吐。在高并发时，比如 32 pub - 1 sub，ChanaMQ 就跟 RabbitMQ 不相上下，甚至更好（左图 - ChanaMQ，右图 - RabbitMQ）  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/6fc85a2fgy1fig1oq0p0jj20kk0akta3.jpg,http://ww4.sinaimg.cn/large/6fc85a2fgy1fig1osuqxmj20kk0akaba.jpg",无,2017-08-11 20:14,微博 weibo.com,14,10,0
FgDvo2aTl,"ChanaMQ，控制流的 publish 源速率，并逐渐增大速率，系统就会逐渐出现振荡扰动，想起了本科时的控制系统。图示是 16 pub 和 1 sub 时，pub 速率分别为 9600, 12800, 16000, 19200, 22400, 25600 的表现。发送速率（黄），接收速率（蓝），时延（红）。  原图 ",http://wx3.sinaimg.cn/large/6fc85a2fgy1fig1g5eq1mj21kw0ji0yt.jpg,无,2017-08-11 20:06,微博 weibo.com,6,2,1
Fg4JFpXAT,夏天里的最后一朵玫瑰  原图 ,http://wx2.sinaimg.cn/large/6fc85a2fgy1fibrz1ui47j21kw23ve81.jpg,无,2017-08-08 03:35,Weibo.intl,5,2,0
FfZeDdtoV,周末给 ChanaMQ 加了一下 ssl/tls 支持，方案是把原来的单向 flow 逻辑套上 akka-streams 的 tls BidiFlow，成了。  ,无,无,2017-08-07 13:35,微博 weibo.com,3,1,5
FfXfE1HRI,港湾的交响音乐会 加拿大·Victoria Harbour Ferry Stop -Empress Hotel  显示地图 [组图共3张] 原图 ,"http://ww1.sinaimg.cn/large/6fc85a2fgy1fiauqmlvbbj21kw16o4qq.jpg,http://ww4.sinaimg.cn/large/6fc85a2fgy1fiauxhv0h9j21kw16okjl.jpg,http://ww4.sinaimg.cn/large/6fc85a2fgy1fiaut6fcsij21kw16onpd.jpg",加拿大·Victoria Harbour Ferry Stop -Empress Hotel,2017-08-07 08:32,Weibo.intl,8,0,2
FfG7iAAC0,写了一天的代码了，还想写  ,无,无,2017-08-05 12:55,Weibo.intl,18,10,7
FfFLmqatz,Cassandra 有节点挂了几次，本来想着要升级机器的内存。仔细想了想，最后是调低了 Xmx。  ,无,无,2017-08-05 12:01,Weibo.intl,4,0,2
FfEnBk5g4,Hi，我晒黑了 加拿大·VictoriaBC  显示地图 原图 ,http://wx2.sinaimg.cn/large/6fc85a2fgy1fi8jm8kjluj21kw23vu0z.jpg,加拿大·VictoriaBC,2017-08-05 08:29,Weibo.intl,7,1,3
FflZml49u,BC 多处的山火烟尘飘过来，今天最高气温到了 31 度，pm 2.5 也突破个位数飙到了 49 —— 就是记录一下  ,无,无,2017-08-03 09:40,Weibo.intl,4,0,0
FfcQhh60g,仲夏傍晚的 music park  [组图共3张] 原图 ,"http://ww1.sinaimg.cn/large/6fc85a2fgy1fi560xhkwoj20qo0zktgy.jpg,http://ww1.sinaimg.cn/large/6fc85a2fgy1fi561afutwj20qo0zkdv8.jpg,http://ww3.sinaimg.cn/large/6fc85a2fgy1fi561o0e79j20qo0zkgvf.jpg",无,2017-08-02 10:23,iPhone 6,12,1,2
FfbeGiavg,在多年的 akka 实践后，我现在倾向于在整个集群中诸类 entity 都实现成单例，尤其是分片集群的 actor，是以 id 为辨识的 entity 单例。这样基本上避免了集群下的 replicate 操作，或者说，真正需要的 replicate 都让持久化层来处理，而且，真的需要 replicate 的场景通常也需要持久化。  ,无,无,2017-08-02 06:18,微博 weibo.com,11,8,3
FfbcagzCZ,ChanaMQ 代码里有很多典型的实现。包括集群单例下的全局 id 生成器，节点单例的Cassandra 存储服务，分片集群下的消息、队列，定制的 actor 持久化和延后加载，Future 与 actor ask pattern 的结合，Akka streams 下复杂 onPull/onPush TCP 服务， 消息 TTL 机制及其与 Cassandra TTL 的结合，等等。  ,无,无,2017-08-02 06:12,微博 weibo.com,11,13,1
Ffb4OE7BI,今天维多利亚的最高气温到了 27 度。小川上也有一年没剪这么短的头发了。  原图 ,http://wx4.sinaimg.cn/large/6fc85a2fgy1fi4y92dbi2j20qo0zkwh1.jpg,无,2017-08-02 05:53,iPhone 6,12,0,2
Ff60deKpX,烟头  原图 ,http://wx2.sinaimg.cn/large/6fc85a2fgy1fi4bujfp1aj20qp0qotb8.jpg,无,2017-08-01 16:58,iPhone 6,2,0,1
FeU8f4hYP,我对股票大师（骗）相亲俱乐部（子）都不感兴趣，并且受不了了，有没有办法黑掉它们呀。@来去之间  ,无,无,2017-07-31 10:45,iPhone 6,3,4,15
FeU1QbqWI,RabbitMQ 前期版本生产/消费速率会大起大落。在 2.8.0 之后采用了在衔接任务的各 process 之间互发 credit 的内部流量控制来加以平抑（http://t.cn/R9cwtF5），很像 reactive stream 的 backpressure。ChanaMQ 直接使用 akka-stream，但仍有大起大落，我猜测只需控制源头的生产速率。下图是一个结果。  原图 ,http://wx3.sinaimg.cn/large/6fc85a2fgy1fi2uzjxp63j20lm0afgmb.jpg,无,2017-07-31 10:29,微博 weibo.com,2,11,0
FeRC8aOZ6,飞机的主人心疼死了 秒拍视频  ,无,无,2017-07-31 04:21,iPhone 6,9,0,0
FeqgkxUM0,ChanaMQ 并不支持类 RabbitMQ 的 mirror queue。对于及其重要的消息，只要设定 Exchange/Queue 为 durable，并且用 deliveryMode 2 (persistent) 发送消息，就可以保证在集群中有 node 挂掉时消息仍然不会丢（akka 的集群机制保证这个消息会在另一个 node 上从持久化中自动恢复）  ,无,无,2017-07-28 06:43,微博 weibo.com,1,0,1
Feibt1bLw,前些天谈到可以用一串粒度很小的 futures 级联来_及时_处理 cleanup，error 等。附图代码是一段 Akka 中的 futures 级联，这里 (a ? m) 返回的是一个 future， 而 (a ! m) 是不管返回的异步操作，Future 的 map/flatMap 是 success 情况下继续往下走，andThen 则用来在 Failure/Success 时插入 cleanup 等操作。从这段代码开始，最深时一共级联了 11 级 futures，并在不同的阶段需要做 cleanup 等。这是我们生产环境中的爬虫代码片段，这个爬虫比用 Java 下线程池调度的原爬虫效率高了很多很多，资源占用则少了很多很多，代码量也少了近一个数量级。@有个梨UGlee                  原图                             ,http://wx4.sinaimg.cn/large/6fc85a2fgy1fhy7ur0xh6j20wh0kc0ur.jpg,无,2017-07-27 10:09,微博 weibo.com,5,9,8
FehlI2YES,改了一点爬虫的调度逻辑，想从根本上扔掉一个在系统犯某种难以追踪的错误时的最后恢复手段。尽管我在脑子里想象和运行了 n 遍，昨天真正跑了一下后，还是回滚了。有那么一会有点沮丧，因为复杂的异步并发程序也应该是可以用脑袋跑清楚逻辑的（机器跑有时更难调），难道我还是忽略了什么？今天仔细再过了一遍逻辑，果然是我的问题。改好后，系统像我想象的一样正常运转了。看着那些几乎没有什么逻辑漏洞、顺畅如流的代码，心情好舒畅。                                 ,无,无,2017-07-27 08:01,iPhone 6,19,2,2
FdZdTz0v5,我在岛上（冷啊）大半年来经历的最热的一天  原图 ,http://wx3.sinaimg.cn/large/6fc85a2fgy1fhvw6ouseaj20ku112tbz.jpg,无,2017-07-25 09:53,iPhone 6,4,0,6
FdQtRgnBA,一个宇宙，两个宇宙，三个宇宙，四个宇宙，五个宇宙… （睡不着  ,无,无,2017-07-24 11:37,iPhone 6,5,4,0
FdO5QqNj1,北京没有人情味吗？是北京的官方没有人情味。我在北京呆过的时间很长很长，我不喜欢北京的几乎所有原因都似可追溯到一本假正经、索然真无味的官方。无论是官方的语言、官方的面孔、官方的行为，还是官方的脑子。  ,无,无,2017-07-24 05:32,iPhone 6,22,4,1
FdNZwj1T1,大维多利亚地区突如其来的新增人口让教育局忙了大半年了，最终规划出新学年将增加 84 个班，一个学生都不会落下。除了利用现有学校的室内空间，工人们也忙着在建临时的移动教室，对整个学区学校的下一步规划也在进行中。  原图 ,http://wx2.sinaimg.cn/large/6fc85a2fgy1fhuil3q8l8j21bf0qoaot.jpg,无,2017-07-24 05:17,iPhone 6,12,3,1
Fdtf3iGaH,"Akka based AMQP messaging broker ChanaMQ, is now open sourced: http://t.cn/RKrklzv  ",无,无,2017-07-22 00:27,微博 weibo.com,46,41,4
FcYXwjR0K,AMQP 是我见过的从 TCP 服务角度看最复杂的协议。ChanaMQ 在实现了大部分『约定』后，在单机上性能跟 RabbitMQ 接近。下图是 3-publishes/1-consumers 下的性能（左为 transient，右为 persistent）  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/6fc85a2fly1fho9bgvjd4j20o00bcjs9.jpg,http://ww2.sinaimg.cn/large/6fc85a2fly1fho9blbgotj20o00beaar.jpg",无,2017-07-18 19:22,微博 weibo.com,7,2,5
FcvOLkkX6,AMQPed ChanaMQ benchmark (3 pubs/subs) autoack (left) vs ack (right)  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/6fc85a2fly1fhkonpdupxj20o40bgt9r.jpg,http://ww1.sinaimg.cn/large/6fc85a2fly1fhkons3wqvj20o60beab6.jpg",无,2017-07-15 17:11,微博 weibo.com,3,2,1
FcgAS458H,他真的就像一位多年未见的兄弟，再见到时还是带着那个满满的笑意。  ,无,无,2017-07-14 02:25,iPhone 6,8,0,0
Fc5AhDaMk,也许我们就快拥有另一个纪念日……  ,无,无,2017-07-12 22:24,iPhone 6,4,1,4
Fc1UPylZG,连续两次在晚上的公交车上想到更巧妙的方案。  ,无,无,2017-07-12 13:03,iPhone 6,11,5,4
FbiZObPO8,马路东侧的东单路口北有三个公交车站，彼此相距 100 米。  ,无,无,2017-07-07 18:42,iPhone 6,0,3,4
Fb9qcmPvY,“嗯？”，”奇怪”，”怎么会这样？”。这是我写程序时小声说的最多的几句话。  ,无,无,2017-07-06 18:19,iPhone 6,11,45,18
FaZKx0OWL,今天算是个 milestone。三个月，5000 行 Scala 代码，实现了 AMQP 0-9-1 的大部分功能，包括 ack，persistence，distributed cluster。  ,无,无,2017-07-05 17:42,iPhone 6,33,7,7
FaPVz67WN,ChanaMQ（akka based AMQP) 的持久化基本完成，准备先用来完成一个小目标。  ,无,无,2017-07-04 16:42,iPhone 6,8,3,3
Fav9ZwHE7,我想着那批 70 年代末院子里的哥哥姐姐。那时我还是小学生，看见他们在桥边穿喇叭裤、戴蛤蟆镜，卡式录音机里放着靡靡之音、狂放地跳舞。还有的爬火车逃港又被遣送回来。人的一生为了诸类自由，就要追寻内心和勇于冒险。  ,无,无,2017-07-02 11:50,iPhone 6,20,4,2
F9qAKcwK0,官方语言里近年来爱用一个词“抓手”，很难听，不如用“句柄”。  ,无,无,2017-06-25 10:21,iPhone客户端,8,30,15
F9jlXddTV,太好了，公司还在  原图 ,http://wx1.sinaimg.cn/large/6fc85a2fly1fgwchtjwrjj20m10gjgo8.jpg,无,2017-06-24 15:56,iOS,9,9,5
F9fP3ykCR,早，北京  原图 ,http://wx4.sinaimg.cn/large/6fc85a2fly1fgvwwpfr33j20qt0k4gta.jpg,无,2017-06-24 06:57,iOS,12,0,4
F94lzndtK,机场。“你那边的签证是 17 号到期，你为什么订了 19 号才回来的机票？”，“我要飞到那边才能续签证”，“Prove it”，“。。。”  ,无,无,2017-06-23 01:44,iPhone客户端,10,3,0
F8WlHqhjU,分享图片  原图 ,http://wx2.sinaimg.cn/large/6fc85a2fgy1fgtixmvl4kj20zk0qo42c.jpg,无,2017-06-22 05:22,iPhone客户端,6,1,0
F8WbVp5qd,迎面而来上岛的船。拐过这个弯，还有四十分钟的航程，远处已经可见温哥华和那边的雪山。  [组图共3张] 原图 ,"http://ww3.sinaimg.cn/large/6fc85a2fgy1fgti7inl1cj20zl0qogvi.jpg,http://ww3.sinaimg.cn/large/6fc85a2fgy1fgti8mqh9fj20zk0qojzg.jpg,http://ww1.sinaimg.cn/large/6fc85a2fgy1fgti7qw5b7j20zk0qon56.jpg",无,2017-06-22 04:58,iPhone客户端,10,0,3
F8W01fBQb,分享图片  [组图共3张] 原图 ,"http://ww4.sinaimg.cn/large/6fc85a2fgy1fgthdmdo1gj20zk0qotgw.jpg,http://ww4.sinaimg.cn/large/6fc85a2fgy1fgthdu5130j20zk0qoqbw.jpg,http://ww4.sinaimg.cn/large/6fc85a2fgy1fgthe4yvcmj20zk0qoguk.jpg",无,2017-06-22 04:29,iPhone客户端,8,10,2
F8VO31bWg,准备搭 BC Ferries 去温哥华  [组图共3张] 原图 ,"http://ww2.sinaimg.cn/large/6fc85a2fgy1fgtgiur3pgj20zk0qoai2.jpg,http://ww4.sinaimg.cn/large/6fc85a2fgy1fgtgj187rlj20zk0qogvq.jpg,http://ww2.sinaimg.cn/large/6fc85a2fgy1fgtgj65jnhj20zk0qo7f2.jpg",无,2017-06-22 03:59,iPhone客户端,2,0,1
F8wFldnQ9,MG 老爷车  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/6fc85a2fgy1fgqdjpl9fij20qo0zkk23.jpg,http://ww4.sinaimg.cn/large/6fc85a2fgy1fgqdjuga6zj20zk0qok33.jpg",无,2017-06-19 11:59,iPhone客户端,2,0,1
F7Bx627NA,爬不上去了  原图 ,http://wx1.sinaimg.cn/large/6fc85a2fly1fgjdblyi5bj20bs0fpdi2.jpg,无,2017-06-13 10:32,iOS,1,0,4
F5kdilMBb,说来好笑。测 100 个 pub/sub 时ChanaMQ 老超时，我花了两天时间反思自己的代码，后来才想到用 RabbitMQ 也测下，结果这个浓眉大眼的也超时。如果懒得重写一个 amqp client，以后用多台 client 机测算了。  ,无,无,2017-05-29 10:46,iPhone客户端,5,3,6
F5k1fkxxW,前面那个测试消息的大小是几个字节。下面是 1000 字节的。30/30 publisher/consumer。ChanaMQ（左图）vs RabbitMQ（右图）  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/6fc85a2fgy1fg20kedi5lj20kl09uq42.jpg,http://ww3.sinaimg.cn/large/6fc85a2fgy1fg20kj10tqj20kq09ut9n.jpg",无,2017-05-29 10:16,微博 weibo.com,1,0,0
F5jjtduTv,测试 ChanaMQ（左图） vs RabbitMQ（右图）， simple scenario，30/30 publisher/consumer。  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/6fc85a2fgy1fg1xg4gd4lj20kz0ajgms.jpg,http://ww2.sinaimg.cn/large/6fc85a2fgy1fg1xgbtmu6j20ku0a5t9m.jpg",无,2017-05-29 08:28,微博 weibo.com,6,10,8
F51SPDQbd,#akkastream GraphStage 的状态转换比较严格。比如服务端调用了 pull(in)，而此后客户端很长一段时间实际处在等待服务端 push 的状态，就基本上回不去了（要一直到客户端主动发点什么）。这在 AMQP 协议中很常见。困在这想了两天，至少有一个方案可以激活整个 stream，就是在外部注入一支 event stream，并与 TCP 的 incoming stream merge 成一个新的 in stream，这样，就可以在恰当的时机，比如有新的消息要推给客户端时，主动发一个 event 激活 in 的 onPush() 方法。哦耶。（附图是 demo 代码）                  原图                             ,http://wx2.sinaimg.cn/large/6fc85a2fgy1ffzsi7rlisj20mo0em0ts.jpg,无,2017-05-27 12:06,微博 weibo.com,9,2,1
