微博id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
HdLgghsLI,供你们参考，欢迎讨论。非推荐，我是自娱自乐，8C1不可能中的，对一半我就满意了。  原图 ,http://wx2.sinaimg.cn/large/62e0ba99ly1fzk86lh47wj20u01szgsg.jpg,无,2019-01-26 19:49,iPhone X,70,4,76
HdFf69FAH,阿森纳的后防线和纸糊的一样，和摩纳哥有一拼。  ,无,无,2019-01-26 04:29,iPhone X,46,0,15
HdEcOdDTX,临场统一升到半一盘，且🦘低水，我心略慌。半场结束，还是坚挺的半一，我心甚安。这注定是一场假球，如我赛前所说，阿联酋是要躺进四强的，但博彩公司的吃相还是太难看了（都半场了，还惦记着追杀滚球盘），诱盘、干扰正常分析思路，显得有点恶心。  原图 ,http://wx4.sinaimg.cn/large/62e0ba99gy1fzjd013y9kj20q11ve44l.jpg,无,2019-01-26 01:51,iPhone X,42,3,30
HdE2TAgzp,哈哈哈，笑死我了。  ,无,无,2019-01-26 01:26,iPhone X,59,2,39
HdDmXAlFv,阿联酋不妙！🦘临场升半一。这样一来，70%是🦘胜出了。  原图 ,http://wx1.sinaimg.cn/large/62e0ba99gy1fzj9e6hh4qj20v91vothb.jpg,无,2019-01-25 23:43,iPhone X,32,3,24
HdD9q3Med,反正我干了阿联酋。随缘吧。最后🦘上来带球进场先日一个，这样看起来才刺激。  原图 ,http://wx4.sinaimg.cn/large/62e0ba99gy1fzj8dno0f5j20v91vo1kx.jpg,无,2019-01-25 23:10,iPhone X,39,1,27
HdD2i1Lvf,这是我中午和几个朋友探讨时的意见。很多人都认为今天的亚洲杯会一上一下，卡塔尔出下盘，就去打澳洲的上盘，菠菜公司就喜欢这种自作聪明的投注。但我还是看好阿联酋。卡塔尔我重注了，阿联酋轻注就好了。  原图 ,http://wx3.sinaimg.cn/large/62e0ba99gy1fzj7v6zv2dj20pz1o37ee.jpg,无,2019-01-25 22:52,iPhone X,67,3,35
HdvLGpLhS,皇贝干得漂亮。  原图 ,http://wx4.sinaimg.cn/large/62e0ba99gy1fzibt0tzp3j20u01sz116.jpg,无,2019-01-25 04:22,iPhone X,43,1,12
Hdv7YoD1S,娴霆信步、奕鸣惊人、柯烂忘归。  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/62e0ba99gy1fzi90s9sbij20v91vokjn.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1fzi90o44ntj20k00b80to.jpg",无,2019-01-25 02:44,iPhone X,135,19,22
Hdv6dEcy0,突发新闻：摩纳哥主帅亨利被俱乐部停职！  ,无,无,2019-01-25 02:40,iPhone X,55,2,14
HduMClL2F,爽！这才是中国队。  ,无,无,2019-01-25 01:52,iPhone X,144,4,103
HduehkrUr,完全不在一个级别，97年的金州，虽然2:4被逆转，那时有阿里戴伊、阿齐兹、马达维基亚，但彼时的中国队和伊朗队可以五五开。20年后。。。  ,无,无,2019-01-25 00:27,iPhone X,99,12,83
Hdub4pIrb,冯潇霆老了、真的老了。  ,无,无,2019-01-25 00:19,iPhone X,78,8,47
HdtQ7r9II,我干了伊朗穿盘。你们呢？  ,无,无,2019-01-24 23:27,iPhone X,67,14,84
Hdicnkapr,截图纪念一下。棋力终于4级水平了。再往上冲5级，我应该也没那个本事了。  原图 ,http://wx4.sinaimg.cn/large/62e0ba99gy1fzgnwn9cy8j20v91vo7wo.jpg,无,2019-01-23 17:49,iPhone X,115,0,45
Hd7LCqxjI,这个奖出什么政治问题了？百度百科的词条也被删除了。@天蝎小猪 @弃-之-竹  原图 ,http://wx3.sinaimg.cn/large/62e0ba99gy1fzfdw3p99xj20u01hch25.jpg,无,2019-01-22 15:16,iPhone X,81,4,39
HcT6esz35,我跟你们讲两个笑话：1，我买了赫罗纳，最后一秒送了点球；2，我买了富勒姆，最后一秒被热刺绝杀。我这是什么运气？  ,无,无,2019-01-21 01:55,iPhone X,132,0,75
HcSZFAzvJ,有人上了阿贾克斯或埃因霍温吗？  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/62e0ba99gy1fzdkngu1xkj20v91vo1kx.jpg,http://ww2.sinaimg.cn/large/62e0ba99gy1fzdknxzxi1j20v91vo4qh.jpg",无,2019-01-21 01:39,iPhone X,50,0,44
HcRVfjFF9,留给中国队的时间还有很多。谁站出来？  ,无,无,2019-01-20 22:56,iPhone X,118,4,151
HcRLqlmBv,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈  ,无,无,2019-01-20 22:31,iPhone X,113,0,105
HcRu7ndYZ,刘洋要出问题。  ,无,无,2019-01-20 21:49,iPhone X,143,11,146
HcQjNjRhG,@PP体育 你们能上点心吗？资讯编辑从哪儿找来的免费实习生？乾贵士在阿联酋踢亚洲杯呢，你们预测他为皇贝首发？对面的斯图亚尼黄牌停赛，你们说他首发？  原图 ,http://wx3.sinaimg.cn/large/62e0ba99gy1fzd8tk516qj21mc17qdy2.jpg,无,2019-01-20 18:51,iPhone X,62,0,21
HcGwb1fdK,我昨夜有一事不解，吴秀波这样把人往死路上逼，不怕别人和他玩命吗？我自己也是坐断东南战未休的人，但我始终有一个度，在合适的时候，我会收，绝不把人往绝路上逼。木木出狱后，难道不会和他玩命吗？今天又想了想一想，这个前提是木木能活着出来，如果木木在狱中生了什么“病”，或者“自杀”的话……  ,无,无,2019-01-19 17:54,微博 weibo.com,863,83,621
HcAib7Lhp,花了三天的零散时间，把京极夏彦的《偷窥者小平次》翻完了。此书买回来吃了三年灰，最近才想着读一读。没什么意思，江户怪谈，一群神经病的无巧不成魔而已，谈不上是推理小说，故事也不算精彩，阴郁的风格，叙事手法也谈不上高明（虽然也有京极式的小技巧）。这本书是怎么混到山本周五郎奖的？  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/62e0ba99gy1fzb9xmuj7uj22c0340qv5.jpg,http://ww2.sinaimg.cn/large/62e0ba99gy1fzb9xkcrrij23402c0hdt.jpg",无,2019-01-19 02:03,iPhone X,132,2,47
HcqQSkVRh,感谢卡塔尔，我不用自宫了。  原图 ,http://wx4.sinaimg.cn/large/62e0ba99gy1fza4f5r5vnj20q41vo47j.jpg,无,2019-01-18 02:01,iPhone X,86,0,31
HcqzzF6XJ,亚洲杯不仅仅是球赛难看（还不如中超呢），裁判的整体水平也是低劣。  ,无,无,2019-01-18 01:18,iPhone X,91,0,19
Hcio7aHaK,有点意思啊。  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/62e0ba99gy1fz93274ugoj20v91vo1kx.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1fz932684t8j20v91vo1kx.jpg",无,2019-01-17 04:28,iPhone X,75,1,28
HccfNeitN,今天的韩国VS中国，比的不是实力，也不是技术，比的是谁不要脸。小组第二可以碰泰国。  ,无,无,2019-01-16 12:51,iPhone X,179,27,129
Hc6Ykhkfc,@PP体育 急吼吼地发推送干嘛？证明你们最快吗？澳大利亚最后一秒进球服不服？叙利亚才是垫底。  原图 ,http://wx4.sinaimg.cn/large/62e0ba99gy1fz7omyrthcj20v91vou13.jpg,无,2019-01-15 23:24,iPhone X,70,1,38
Hc4tbmEkL,晋灭吴之战。王戎大胆提拔了两个猛人。一个是罗尚，此人是蜀汉后期名将罗宪的侄子，魏灭蜀时，孙休趁火打劫派陆抗率吴军精锐攻打永安，罗宪、罗尚叔侄孤军镇守永安，大破陆抗、步协。西晋末年，李特称雄西蜀，成了第二个刘备，为晋击杀李特的就是罗尚。另一个叫刘乔，此人是魏侍中刘廙的孙子，刘乔是个政变高手，司马炎死后，杨骏、贾南风家族先后乱政，铲除杨家、贾家的就是刘乔。八王之乱时，几乎每一战，刘乔都有参战，并几乎百战百胜，帮助司马越攻克长安迎接晋惠帝的也是刘乔。罗尚和刘乔都是西晋的五星级战将。没有王戎，就没有他们在后世历史舞台的大活跃。没有王戎、罗尚、刘乔的活跃，晋灭吴恐怕没那么容易，武昌再顶一个月，孙吴南征交州的东吴第一精锐军团陶家军就来支援了。王戎哪里low了？竹林七贤里，最牛逼的就是王戎，嵇康、阮籍之流，只不过是两个喷子而已。@橘子洲头2011                                 ,无,无,2019-01-15 17:02,微博 weibo.com,76,10,28
HbXzN89jk,印度胜，怎么样？  ,无,无,2019-01-14 23:29,iPhone X,76,1,126
HbNXwrRtu,说明中国经济形势越来越糟了，企业不想烧钱，现金为王。【未交表，多支中冠队放弃升中乙】 中冠前四的杭州吴越钱唐放弃升级，两支递补球队也没交表。 未交表，多支中冠队放弃升中乙 (分享自 @懂球帝)  ,无,无,2019-01-13 23:00,iPhone X,104,11,27
HbMCeF5vl,《甘肃民营企业家冤狱11年获平反，约21亿国家赔偿申请遭拒》获平反之后，他以企业名义，向此前将他错误定罪的河南省新乡市中院提交了21亿元的国家赔偿申请。http://t.cn/EqX58HF  原图 ,http://wx1.sinaimg.cn/large/62e0ba99gy1fz56so5mx0j20hs0oiwha.jpg,无,2019-01-13 19:35,iPhone X,133,42,78
HbMlvuWF6,敢再假一点吗？虽然我买的是珀斯，但我还是要说：真假！  原图 ,http://wx3.sinaimg.cn/large/62e0ba99gy1fz55l9dwz9j20v91vo4qp.jpg,无,2019-01-13 18:54,iPhone X,52,1,41
HbKhu1BW7,突然发现，历史博主也分两种，一是历史博主，一是知名历史博主。这是怎么区分的？同为历史博主，为什么要往我扣一个知名的屎盆子？能让我低调一些吗？  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/62e0ba99gy1fz4whlrlcmj20v91vo4qp.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1fz4whn1kf3j20v91vo1l1.jpg",无,2019-01-13 13:38,iPhone X,147,8,94
HbGhfj1ON,真爽！切尔西让平打出！7.5倍的串子收了。两天打出三个高赔串！亚洲下盘杯第一轮被坑的，全部打回来了。  ,无,无,2019-01-13 03:27,iPhone X,96,0,42
HbFmzziKR,巴拉多利德今天干得漂亮！  ,无,无,2019-01-13 01:07,iPhone X,70,1,12
Hbwqz0Goo,看完亚洲杯，接着看法甲，突然发现，法甲太好看了。亚洲杯踢的是啥啊？  ,无,无,2019-01-12 02:22,iPhone X,139,6,53
HbvU4kggk,这是《三国志 关羽传》的原文，这不是搞笑吗？关羽在万军中刺杀颜良是有可能，哪能还提着颜良的头回去？有那时间下马割头再上马返回吗？颜良身边的兵是摆设？只有一种可能，关羽是去投降的，刘备和颜良打过招呼了。回来后吹了一个牛逼：颜良傻逼，老子一枪刺死他了。仅此而已。  原图 ,http://wx1.sinaimg.cn/large/62e0ba99gy1fz34womprdj20v91vonmb.jpg,无,2019-01-12 01:02,iPhone X,62,5,61
HbqGgjbiR,真傻逼。  原图 ,http://wx1.sinaimg.cn/large/62e0ba99gy1fz2hy2uo12j20nw07ajsp.jpg,无,2019-01-11 11:44,iPhone X,431,411,323
HbnaSEeom,2019，要给自己消费降级了，我是怎么花掉的？  原图 ,http://wx2.sinaimg.cn/large/62e0ba99gy1fz22fxwh27j20v91vo1kx.jpg,无,2019-01-11 02:49,iPhone X,187,3,107
HblQ8iRQm,《烽火世家》是一部近几年的新漫画，曾获雨果奖（的漫画奖），但是，我看了以后很生气，我决定去买原版。欺负我不认识英文还是怎么滴？  [组图共7张] 原图 ,"http://ww4.sinaimg.cn/large/62e0ba99gy1fz1wkumagtj22c0340npd.jpg,http://ww4.sinaimg.cn/large/62e0ba99gy1fz1wkx6jnoj22c0340kjl.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1fz1wkzpd72j22c0340kjl.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1fz1wks23m1j22c0340npd.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1fz1wl1qn0yj22c0340e81.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1fz1wl3r4ruj22c0340kjl.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1fz1wl5ujzlj22c0340e81.jpg",无,2019-01-10 23:25,iPhone X,107,12,30
Hbllndg0z,约旦的球衣是什么牌子啊？  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/62e0ba99gy1fz1ueat56ej22c03401kx.jpg,http://ww4.sinaimg.cn/large/62e0ba99gy1fz1ue8n3lhj23402c07wh.jpg",无,2019-01-10 22:09,iPhone X,65,2,57
Hbh2D5zE6,整容手术致死，根据合同，都是有说法的，该怎么处理就怎么处理，不按照合同来，可以走司法程序，为什么要在网上闹？整容手术本来就是有风险的。家属无非是想超合同讹诈而已。这不，350万到手，尸检不公布了。你们都被利用完了就一脚踢开了吧，爽吗？有没有觉得当初的义愤填膺就像个傻逼一样？  [组图共3张] 原图 ,"http://ww2.sinaimg.cn/large/62e0ba99gy1fz1b8kcyjbj20v91vo1kz.jpg,http://ww4.sinaimg.cn/large/62e0ba99gy1fz1b8i52jkj20v91vo7is.jpg,http://ww4.sinaimg.cn/large/62e0ba99gy1fz1b8ksyr0j20v91vok7f.jpg",无,2019-01-10 11:12,iPhone X,498,66,272
HaTxvsfBw,6场下盘。中国队因进球数多，暂居小组第一。  ,无,无,2019-01-07 23:22,iPhone X,136,1,55
HaSyQ7ZLy,5个下盘了。中国哪有脸让1.5球？  ,无,无,2019-01-07 20:53,iPhone X,89,1,52
HaS6llSx2,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈！！！  ,无,无,2019-01-07 19:42,iPhone X,154,10,160
HaP5KeUbt,昨天塞浦路斯给了印度全球最高水，今天又给了吉尔吉斯斯坦全球最高水。  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/62e0ba99gy1fyxvvt8752j20v91vo1is.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1fyxvvsb8zgj20v21vob0p.jpg",无,2019-01-07 12:03,iPhone X,62,1,60
HaL6n26pQ,亚洲杯是魔鬼，我认怂了。  ,无,无,2019-01-07 01:53,iPhone X,143,4,65
HaK5brbQZ,我上叙利亚了，不信四场全他妈下盘。  ,无,无,2019-01-06 23:18,iPhone X,117,1,66
HaJYtDAum,塞浦路斯真是优秀。你躲得过🇦🇪，躲不过🇦🇺，就算躲过了，后面还有🇹🇭，明天有[中国]咯。。。  原图 ,http://wx1.sinaimg.cn/large/62e0ba99ly1fyx9e1ive6j20qo1lrwmy.jpg,无,2019-01-06 23:01,iPhone X,58,0,21
HaJ404s7U,宜春哪里能洗澡啊？ 宜春·宜春明月山机场  显示地图 ,无,无,2019-01-06 20:42,iPhone X,99,3,142
HaGYOaMWi,妈逼，玩密室逃脱，这关被困了一个多小时了，我要拉屎，怎么破？ 海口·海口观澜华谊冯小刚电影公社  显示地图 原图 ,http://wx3.sinaimg.cn/large/62e0ba99gy1fyww56udugj20zk0qojzk.jpg,海口·海口观澜华谊冯小刚电影公社,2019-01-06 15:24,iPhone X,232,19,162
HaBFOEeJI,🇦🇪🙈⚰️  ,无,无,2019-01-06 01:53,iPhone X,83,0,21
HaATLap25,亚洲杯揭幕战，🇦🇪是亚洲第一小球队，本场很可能是0:0、1:0。非比分推荐，勿上车。赛后验证一下。  ,无,无,2019-01-05 23:55,iPhone X,78,0,37
HayScsQB6,推球2018年会在海南召开。2年前，推球出道时，团队只有6人，如今，人员规模已超100人。虽然不少年轻人的名字，我都叫不出来，但他们都很棒，这个时代本来就属于年轻人。2019，推球将继续做好彩票店店主们的技术服务工作，并在适当的时候推出一款好用的工具数据类产品。 海南省 · 澄迈县  显示地图 原图 ,http://wx1.sinaimg.cn/large/62e0ba99gy1fyvw8800rhj23402c0e81.jpg,海南省 · 澄迈县,2019-01-05 18:45,iPhone X,353,7,102
Hawil3Xz8,游过去就是南宁。 澄迈县·澄迈县  显示地图 [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/62e0ba99gy1fyvl0rpx5jj20zk0qo41n.jpg,http://ww4.sinaimg.cn/large/62e0ba99gy1fyvl0q5m1aj20zk0qodjn.jpg",澄迈县·澄迈县,2019-01-05 12:11,iPhone X,248,4,201
Haw3h1YqE,考察考察海南楼市。 海南省 · 澄迈县  显示地图 [组图共3张] 原图 ,"http://ww4.sinaimg.cn/large/62e0ba99gy1fyvjxziko3j20zk0qo16b.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1fyvjxtmsvqj20zk0qowu2.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1fyvjy1qbnbj20zk0qodlj.jpg",海南省 · 澄迈县,2019-01-05 11:34,iPhone X,253,15,224
HanmGlg2d,吃饱了，感觉很暖和。 海口·海口美兰国际机场  显示地图 ,无,海口·海口美兰国际机场,2019-01-04 13:27,iPhone X,173,7,78
HaigKbYPC,不是我非得要截图转，而是我被拖黑了，只能截图转。就这么点事儿，至于拖黑吗？//@從来只看自己lm:@辣笔小球 解答在这里  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/62e0ba99gy1fytv2o8ezfj20v91vowwe.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1fytv2mp9sij20v91vowyc.jpg",无,2019-01-04 00:29,iPhone X,128,5,33
HadwT1aQ6,想看看《足球报》对权健有何评价，居然一个字不提。看来权健平常没少打点足球报（的管理层）啊？🤮🤮🤮  原图 ,http://wx3.sinaimg.cn/large/62e0ba99ly1fyta556070j20v91vonpe.jpg,无,2019-01-03 12:25,iPhone X,144,7,42
Ha8OEAt9f,有个死女人，烦得一逼，我给她取了一个俄国名字：不作不舒服斯基。不作不舒服斯基不服气，也要给我取俄国名字，也是什么什么斯基，我说我不要叫什么司机，你可叫我什么什么夫，俄国男人都叫什么什么夫。不作不舒服斯基表示质疑，举反例说：朱可夫的名字里就没有夫。于是，世界安静了。  ,无,无,2019-01-03 00:25,iPhone X,283,9,87
Ha6aCDWwr,章泽天的情商其实挺高的，她爹离过两次婚，没离时，她和后妈关系好得和姐妹一样，其实年纪也的确是姐妹。章泽天还有一个小妹妹也挺美的，章家的遗传基因，在颜值方面没得说。  原图 ,http://wx2.sinaimg.cn/large/62e0ba99ly1fysdmj5z4jj20c80c2dhd.jpg,无,2019-01-02 17:41,iPhone X,4631,824,757
H9ZyM8SYq,卡迪夫城敢不敢直接赢了热刺？  原图 ,http://wx4.sinaimg.cn/large/62e0ba99ly1fyrkhvrhg2j20v91voe81.jpg,无,2019-01-02 00:51,iPhone X,82,2,46
H9Z17lXpY,我再给阿森纳最后一次机会，穿盘！赢一个都不行！不穿从此拖黑！  ,无,无,2019-01-01 23:28,iPhone X,87,2,26
H9WWED26z,维也纳音乐会开始咯，今年是蒂勒曼指挥，有6首新曲子。每年的今天都期待维也纳音乐会。  ,无,无,2019-01-01 18:12,iPhone X,194,6,32
H9P4CzlR1,【新年礼物】：《辣笔小球的2019书单：300本小说读起来最爽的小说》  辣笔小球的2019书单：300本小说读起来最爽的小说  ,无,无,2018-12-31 22:10,微博 weibo.com,3161,2891,528
H9MCrcygM,  原图 ,http://wx4.sinaimg.cn/large/62e0ba99gy1fypzdfdyjlj20qo1bfq68.jpg,无,2018-12-31 15:55,iPhone X,447,29,130
H9GqAkjq7,@刘一男 你就这么点出息？要收拾女大学生时不是很江湖吗？还删我评论？怂了？柿子专找软的捏？看你这张逼脸，我就想拿鞋底抽你。  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/62e0ba99gy1fyp7zabdbhj20v91vo7dh.jpg,http://ww1.sinaimg.cn/large/62e0ba99gy1fyp7zd5wcoj20v91voe83.jpg",无,2018-12-31 00:09,iPhone X,1043,39,341
H9GbojBZj,@刘一男 瞧把你能的哟？还收拾一个女大学生？要点脸好吧。给人家十万不过分，不然人家凭什么跟你睡？你不过是个培训机构的讲课的小屌丝而已，以为自己是个学界泰斗？跟你握个手都是荣幸了？我最看不惯的男人有两种：1，欺负女大学生的男人；2，对自己睡过的女人口出恶言的男人。你收拾一下给我看看呢？  原图 ,http://wx2.sinaimg.cn/large/62e0ba99gy1fyp6qfypl1j20v91voe73.jpg,无,2018-12-30 23:32,iPhone X,606,21,281
H9ErP2o5C,切尔西今天要害人。  ,无,无,2018-12-30 19:07,iPhone X,91,0,51
H9DEs2SK5,品茶、品书、品雪。  [组图共3张] 原图 ,"http://ww3.sinaimg.cn/large/62e0ba99gy1fyovrwqxk5j22c0340kjl.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1fyovrzgkxqj23402c0b2a.jpg,http://ww3.sinaimg.cn/large/62e0ba99gy1fyovs2gy3vj22c03404qr.jpg",无,2018-12-30 17:05,iPhone X,293,5,88
H9y4RxJmk,阿森纳在中国还有球迷吗？  ,无,无,2018-12-30 02:54,iPhone X,106,3,91
H9xi93hbg,米特洛维奇一生推，卡马拉一生黑。看过富勒姆VS哈镇的人都知道为什么！这黑鬼差点让我把电视机给砸了！  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/62e0ba99gy1fyo3oihvt7j20v91voqf1.jpg,http://ww4.sinaimg.cn/large/62e0ba99gy1fyo3oja6z8j20v91voqdz.jpg",无,2018-12-30 00:53,iPhone X,63,1,33
H9te4usEo,今天利物浦要害死人了。直接买负。娜娜加油，1:3打出来。  原图 ,http://wx1.sinaimg.cn/large/62e0ba99gy1fynlpo5ap0j20v91vob29.jpg,无,2018-12-29 14:32,iPhone X,78,2,89
H9mwMclLq,准备发财了。中国队小组赛能不能出线且不论。韩国、吉尔吉斯斯坦、菲律宾，呵呵。放心，中VS吉、VS菲，一定是深盘，1.5/2起步比较合理，无脑买下盘。一轮不中就次轮倍投。中国队在亚洲杯走得越远，发财的机会就越多。  原图 ,http://wx4.sinaimg.cn/large/62e0ba99gy1fyms6xyav9j20v91vob29.jpg,无,2018-12-28 21:29,iPhone X,113,14,74
H9l1a8bJ4,我上的是凤凰。你们呢？  原图 ,http://wx1.sinaimg.cn/large/62e0ba99ly1fymliutvkyj20v91vo4qp.jpg,无,2018-12-28 17:39,iPhone X,75,2,51
H9aTWuTt2,【束昱辉与张角】束昱辉自号“民间秘方瑰宝铸就当代神医”，张角自号天公将军也是个神医，给教徒喝符水治病；束昱辉的权健帝国经销商遍布全国各地，张角的太平道有三十六方；束昱辉一直没人查，张角和掌权的宦官张让、王甫、侯览之关系很铁；束昱辉的权健已经被调查了，黄巾军起义九个月被掐灭；束昱辉的结局不知道，与张角关系很铁的张让屁事儿也没有。我要说的就这些。                                 ,无,无,2018-12-27 15:53,微博 weibo.com,205,41,117
H96Nn8J9T,阿扎尔稳，恩人啊。。。去皇马吧，别在切尔西养老了。  ,无,无,2018-12-27 05:26,iPhone X,101,2,23
H960oi3jX,上半夜被米兰、水晶宫坑了。下半夜倍投，热刺+拉齐奥撸回来一些。能不能翻红就看罗马+切尔西了。罗马拿下，只剩切尔西。  ,无,无,2018-12-27 03:26,iPhone X,62,22,22
H93EMr72H,AC米兰这是怎么了？想当年，我大维阿。。。  ,无,无,2018-12-26 21:27,iPhone X,97,10,76
